Sno,Date,Headline,Covid,Sentiment,Description,Image,Source,Text
868,2020-04-17,"Former K'taka CM Kumaraswamy's son gets married amid lockdown, pics surface",1,0,"Ex-Karnataka CM HD Kumaraswamy's son Nikhil Gowda got married amid the coronavirus lockdown, with pictures from the ceremony surfacing online. Nikhil tied the knot with Revathi, the grand-niece of former Congress Minister for Housing M Krishnappa. Kumaraswamy had shifted venue from Bengaluru to a farmhouse in Ramanagara and had said the wedding will be attended by nearly 60 family members.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587102081737_761.jpg,https://twitter.com/ANI/status/1251014426817368064?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Former K'taka CM Kumaraswamy's son gets married amid lockdown, pics surface Ex-Karnataka CM HD Kumaraswamy's son Nikhil Gowda got married amid the coronavirus lockdown, with pictures from the ceremony surfacing online. Nikhil tied the knot with Revathi, the grand-niece of former Congress Minister for Housing M Krishnappa. Kumaraswamy had shifted venue from Bengaluru to a farmhouse in Ramanagara and had said the wedding will be attended by nearly 60 family members."
869,2020-04-17,"Laughing strategically, rolling on floor dynamically: BJP mocks Rahul",0,0,"BJP spokesman Sambit Patra on Thursday took a jibe at Congress leader Rahul Gandhi for claiming lockdown isn't a solution and the coronavirus pandemic must be strategically and dynamically handled. Patra tweeted, ""I am laughing STRATEGICALLY and rolling on the floor DYNAMICALLY."" BJP's BL Santhosh also asked Rahul why some Congress-led states extended the lockdown before the Centre's announcement.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587104950901_270.jpg,https://www.financialexpress.com/india-news/laughing-strategically-and-rolling-on-the-floor-dynamically-sambit-patra-mocks-rahul-gandhi-over-covid-19-press-conference/1930408/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Laughing strategically, rolling on floor dynamically: BJP mocks Rahul BJP spokesman Sambit Patra on Thursday took a jibe at Congress leader Rahul Gandhi for claiming lockdown isn't a solution and the coronavirus pandemic must be strategically and dynamically handled. Patra tweeted, ""I am laughing STRATEGICALLY and rolling on the floor DYNAMICALLY."" BJP's BL Santhosh also asked Rahul why some Congress-led states extended the lockdown before the Centre's announcement."
870,2020-04-17,40 J&K policemen quarantined after sub-inspector's son tests +ve,1,0,"Around 40 Jammu and Kashmir policemen have been quarantined after the son of a sub-inspector tested positive for Covid-19 in Kupwara district, authorities stated. ""We have sent samples of the police officer for testing. Further action will be taken as per the reports,"" an official added. The sub-inspector's son has a history of contact with another coronavirus patient.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587094631926_204.jpg,https://covid-positive-news.herokuapp.com,"40 J&K policemen quarantined after sub-inspector's son tests +ve Around 40 Jammu and Kashmir policemen have been quarantined after the son of a sub-inspector tested positive for Covid-19 in Kupwara district, authorities stated. ""We have sent samples of the police officer for testing. Further action will be taken as per the reports,"" an official added. The sub-inspector's son has a history of contact with another coronavirus patient."
871,2020-04-17,"Attach property of those attacking health workers, police: UP CM",1,0,"UP CM Yogi Adityanath on Thursday ordered that the cost of damaged property be recovered from miscreants who attack health workers and policemen during the coronavirus pandemic. Further, the accused persons' properties should be seized if they fail to pay the cost of the damage incurred. Yogi made the statement a day after a quarantine team was attacked in Moradabad. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587112318091_209.jpg,https://covid-positive-news.herokuapp.com,"Attach property of those attacking health workers, police: UP CM UP CM Yogi Adityanath on Thursday ordered that the cost of damaged property be recovered from miscreants who attack health workers and policemen during the coronavirus pandemic. Further, the accused persons' properties should be seized if they fail to pay the cost of the damage incurred. Yogi made the statement a day after a quarantine team was attacked in Moradabad. "
872,2020-04-17,"Karnataka reports 38 new COVID-19 cases, total reaches 353",1,0,"Karnataka has reported 38 new coronavirus cases in less than 24 hours, taking the total number of cases in the state to 353, the state government has said. Thirteen people have died due to COVID-19 in the state, while 82 patients have been discharged. Notably, the total number of cases in India has crossed 13,000. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587112541819_143.jpg,https://twitter.com/ANI/status/1251044687768518656?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Karnataka reports 38 new COVID-19 cases, total reaches 353 Karnataka has reported 38 new coronavirus cases in less than 24 hours, taking the total number of cases in the state to 353, the state government has said. Thirteen people have died due to COVID-19 in the state, while 82 patients have been discharged. Notably, the total number of cases in India has crossed 13,000. "
873,2020-04-17,Extremely serious about users' security: Zoom on govt calling it unsafe,1,0,"Responding to the government calling it unsafe and not secure for video conferencing, Zoom said it ""takes user security extremely seriously"". It further mentioned a large number of global institutions, including government agencies, have done ""exhaustive security reviews"" of its user, network and data centre layers. All these organisations continued to use Zoom after reviewing, it added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587115401957_250.jpg,https://www.hindustantimes.com/tech/zoom-responds-to-mha-deeming-the-app-not-safe/story-u3UpbcF4Iym2zMYlSqi6FK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Extremely serious about users' security: Zoom on govt calling it unsafe Responding to the government calling it unsafe and not secure for video conferencing, Zoom said it ""takes user security extremely seriously"". It further mentioned a large number of global institutions, including government agencies, have done ""exhaustive security reviews"" of its user, network and data centre layers. All these organisations continued to use Zoom after reviewing, it added."
874,2020-04-17,3 lynched by 200 tribals in Maharashtra after being mistaken for thieves,0,0,"Three unidentified people who were travelling in a van were lynched by 200 tribals in Maharashtra's Palghar on Thursday night, police said. According to the police, the mob mistook the occupants of the vehicle to be thieves and lynched them. The driver managed to call the police and a team rushed to the spot, police added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587107874948_510.jpg,https://www.hindustantimes.com/india-news/mistaken-for-thieves-3-lynched-to-death-by-200-strong-mob-in-maharashtra-s-palghar/story-k0RXVlIqPrNTLVuSDNPstM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"3 lynched by 200 tribals in Maharashtra after being mistaken for thieves Three unidentified people who were travelling in a van were lynched by 200 tribals in Maharashtra's Palghar on Thursday night, police said. According to the police, the mob mistook the occupants of the vehicle to be thieves and lynched them. The driver managed to call the police and a team rushed to the spot, police added."
875,2020-04-17,Two terrorists killed in encounter in J&K's Shopian,0,0,"Two terrorists were killed in an encounter with security forces at Dairoo village in Jammu and Kashmir's Shopian district on Friday morning. A cordon and search operation had been launched by a joint team of police, Army and CRPF. Hiding terrorists had fired at the security forces when they zeroed in towards the suspected spot, leading to the encounter. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587109041637_387.jpg,https://covid-positive-news.herokuapp.com,"Two terrorists killed in encounter in J&K's Shopian Two terrorists were killed in an encounter with security forces at Dairoo village in Jammu and Kashmir's Shopian district on Friday morning. A cordon and search operation had been launched by a joint team of police, Army and CRPF. Hiding terrorists had fired at the security forces when they zeroed in towards the suspected spot, leading to the encounter. "
876,2020-04-17,U'khand allows wedding ceremonies in lockdown with 5 people on each side,1,0,"The Uttarakhand government on Thursday decided to allow marriage ceremonies in the state during the lockdown, with the condition that a maximum of five people could participate from the bride and groom's side each. District Magistrate's permission would be required for the ceremony and it would be performed inside the house, where social distancing will have to be maintained.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587095059383_11.jpg,https://covid-positive-news.herokuapp.com,"U'khand allows wedding ceremonies in lockdown with 5 people on each side The Uttarakhand government on Thursday decided to allow marriage ceremonies in the state during the lockdown, with the condition that a maximum of five people could participate from the bride and groom's side each. District Magistrate's permission would be required for the ceremony and it would be performed inside the house, where social distancing will have to be maintained."
877,2020-04-17,12 lakh Maha construction workers to get ₹2K each from labour welfare fund,1,1,"Maharashtra government announced that nearly 12 lakh construction workers in the state will get ₹2,000 each from the labour welfare fund, amid coronavirus pandemic. Earlier, the government had planned to give ₹5,000 in two instalments of ₹2,500 each. Lockdown guidelines state that industrial and construction activities will be allowed in rural and semi-urban areas in more than 20 districts.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587107286680_180.jpg,https://www.freepressjournal.in/mumbai/coronavirus-in-mumbai-12-lakh-construction-workers-to-get-rs-2000-each-from-labour-welfare-fund?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"12 lakh Maha construction workers to get ₹2K each from labour welfare fund Maharashtra government announced that nearly 12 lakh construction workers in the state will get ₹2,000 each from the labour welfare fund, amid coronavirus pandemic. Earlier, the government had planned to give ₹5,000 in two instalments of ₹2,500 each. Lockdown guidelines state that industrial and construction activities will be allowed in rural and semi-urban areas in more than 20 districts."
878,2020-04-17,180 people made to sit on road for 4 hrs for defying lockdown norms in Pune,1,0,"As many as 180 people were made to sit on the road for over four hours at Swargate area in Pune on Thursday for violating coronavirus lockdown norms. Shabbir Sayyed, Police Inspector (Crime), Swargate police station said these people were made to sit to make them realise the grave situation and the risk they pose. Maharashtra has 3,205 coronavirus cases.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587096279759_454.jpg,https://www.aninews.in/news/national/general-news/180-people-in-pune-made-to-sit-for-4-hours-for-defying-lockdown-norms20200417082159/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"180 people made to sit on road for 4 hrs for defying lockdown norms in Pune As many as 180 people were made to sit on the road for over four hours at Swargate area in Pune on Thursday for violating coronavirus lockdown norms. Shabbir Sayyed, Police Inspector (Crime), Swargate police station said these people were made to sit to make them realise the grave situation and the risk they pose. Maharashtra has 3,205 coronavirus cases."
879,2020-04-17,Free 1 month ration for those without ration card: Chhattisgarh CM,1,1,"Chhattisgarh CM Bhupesh Baghel has announced that those without a ration card will get ration free for one month, amid coronavirus lockdown. This comes after the state government announced that those with ration card will get free ration for two months. ""In these hard times...government wants to ensure that no one goes to sleep with an empty stomach,"" Baghel said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587100449743_924.jpg,https://www.thequint.com/news/india/free-ration-for-a-month-to-those-without-ration-card-chhattisgarh-cm-bhupesh-baghel-coronavirus-lockdown-news?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Free 1 month ration for those without ration card: Chhattisgarh CM Chhattisgarh CM Bhupesh Baghel has announced that those without a ration card will get ration free for one month, amid coronavirus lockdown. This comes after the state government announced that those with ration card will get free ration for two months. ""In these hard times...government wants to ensure that no one goes to sleep with an empty stomach,"" Baghel said."
880,2020-04-17,Will continue to follow Bhilwara model & flatten the curve: Raj CM,1,1,"Rajasthan CM Ashok Gehlot said that the state will continue to follow the Bhilwara model and flatten the curve eventually. He added that the state administration would ensure that eight districts with zero COVID-19 cases so far would remain unaffected. On Jaipur, which has reported 480+ cases, Gehlot said that coronavirus initially spread due to carelessness of international travellers.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587092458645_464.jpg,https://www.freepressjournal.in/india/watch-ashok-gehlot-says-rajasthan-will-flatten-the-curve-dodges-question-on-tablighi-jamaat?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Will continue to follow Bhilwara model & flatten the curve: Raj CM Rajasthan CM Ashok Gehlot said that the state will continue to follow the Bhilwara model and flatten the curve eventually. He added that the state administration would ensure that eight districts with zero COVID-19 cases so far would remain unaffected. On Jaipur, which has reported 480+ cases, Gehlot said that coronavirus initially spread due to carelessness of international travellers."
881,2020-04-17,Kerala mom travels across 6 states for 3 days to meet ill son in Rajasthan,1,0,"A 50-year-old Kerala woman travelled across six states for three days for almost 2,700 km to meet her son in Rajasthan, a BSF personnel, who was suffering from muscle inflammation. The woman was accompanied by her daughter-in-law and a relative. Notably, necessary passes were issued by the authorities considering the nationwide lockdown and a cab was arranged through a helpline.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587099252321_705.jpg,https://www.india.com/news/india/six-states-three-days-2700-km-kerala-woman-travels-to-rajasthan-to-meet-ailing-son-a-bsf-personnel-4002380/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Kerala mom travels across 6 states for 3 days to meet ill son in Rajasthan A 50-year-old Kerala woman travelled across six states for three days for almost 2,700 km to meet her son in Rajasthan, a BSF personnel, who was suffering from muscle inflammation. The woman was accompanied by her daughter-in-law and a relative. Notably, necessary passes were issued by the authorities considering the nationwide lockdown and a cab was arranged through a helpline."
882,2020-04-17,"T'gana constable stitches 3,000 masks amid COVID-19 pandemic",1,1,"B Amareshwari, Personal Security Officer (PSO) to the Telangana Governor Tamilisai Soundararajan, has stitched 3,000 cloth masks for the needy as India is on lockdown till May 3. ""I work every alternate day, so I stitch on my days off. I stitch masks after duty every day too,"" she said. Amareshwari added that her target is to stitch 5,000 masks.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587112538535_840.jpg,https://www.aninews.in/news/national/general-news/telangana-governors-pso-stitches-3000-masks-for-needy-amid-coronavirus-pandemic20200417122220/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"T'gana constable stitches 3,000 masks amid COVID-19 pandemic B Amareshwari, Personal Security Officer (PSO) to the Telangana Governor Tamilisai Soundararajan, has stitched 3,000 cloth masks for the needy as India is on lockdown till May 3. ""I work every alternate day, so I stitch on my days off. I stitch masks after duty every day too,"" she said. Amareshwari added that her target is to stitch 5,000 masks."
883,2020-04-17,COVID-19 is a state subject & national pandemic: WB Chief Secretary,1,0,"West Bengal Chief Secretary Rajiva Sinha said that COVID-19 is a state subject and a national pandemic. ""In order to battle the pandemic, Centre and state have been working together...[it can't be that] Centre is issuing instructions and state isn't following them,"" he added. Rajiva further said that 3.47 lakh PPEs and 2.23 lakh N95 masks have been distributed.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587093348333_560.jpg,https://www.freepressjournal.in/india/latest-coronavirus-update-bengal-to-centre-govt-health-is-a-state-subject-says-rajiva-sinha?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"COVID-19 is a state subject & national pandemic: WB Chief Secretary West Bengal Chief Secretary Rajiva Sinha said that COVID-19 is a state subject and a national pandemic. ""In order to battle the pandemic, Centre and state have been working together...[it can't be that] Centre is issuing instructions and state isn't following them,"" he added. Rajiva further said that 3.47 lakh PPEs and 2.23 lakh N95 masks have been distributed."
884,2020-04-17,SDM makes Sikkim HC judge's car turn back from state border,1,0,"Rangpo SDM Prem Kamal Rai on Tuesday stopped Sikkim High Court Justice Bhaskar Pradhan's official vehicle from crossing the Sikkim border. Justice Pradhan had obtained an e-pass to bring his family to Sikkim from WB. Rai stated, ""No vehicles were allowed to cross Sikkim borders...The driver had a word with the judge on his phone and agreed to move back."" ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587099347553_259.jpg,https://www.financialexpress.com/india-news/coronavirus-lockdown-high-court-judges-car-made-to-turn-back-from-sikkim-border/1930484/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"SDM makes Sikkim HC judge's car turn back from state border Rangpo SDM Prem Kamal Rai on Tuesday stopped Sikkim High Court Justice Bhaskar Pradhan's official vehicle from crossing the Sikkim border. Justice Pradhan had obtained an e-pass to bring his family to Sikkim from WB. Rai stated, ""No vehicles were allowed to cross Sikkim borders...The driver had a word with the judge on his phone and agreed to move back."" "
885,2020-04-17,Over 100 people gather for a fair at K'taka's Kalaburagi amid lockdown,1,0,"Over a hundred people gathered in Karnataka's Kalaburagi district on Thursday to take out a chariot procession, as part of Siddalingeshwara fair, amid COVID-19 lockdown. A case has been registered against 20 people and temple management under Sections 188, 143, 269 of the IPC. Kalaburagi has been identified as a hotspot and had reported the first coronavirus death in India.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587096380181_737.jpg,https://www.thequint.com/news/india/around-100-take-part-in-festival-in-karnataka-kalaburagi-a-covid-19-hotspot?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Over 100 people gather for a fair at K'taka's Kalaburagi amid lockdown Over a hundred people gathered in Karnataka's Kalaburagi district on Thursday to take out a chariot procession, as part of Siddalingeshwara fair, amid COVID-19 lockdown. A case has been registered against 20 people and temple management under Sections 188, 143, 269 of the IPC. Kalaburagi has been identified as a hotspot and had reported the first coronavirus death in India."
886,2020-04-17,You & your colleagues are doing a great job: Tharoor to Harsh Vardhan,1,1,"Congress MP Shashi Tharoor on Friday appreciated Union Health Minister Harsh Vardhan for doing a ""great job"" in ""difficult circumstances"" amid COVID-19 outbreak. This comes after Tharoor questioned the Health Ministry as to why his constituency Thiruvananthapuram was listed as a hotspot in a tweet. Harsh Vardhan replied that there are 170 hotspot and 207 non-hotspot districts.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587107871330_857.jpg,https://www.aninews.in/news/national/general-news/covid-19-shashi-tharoor-appreciates-great-job-by-harsh-vardhan-and-health-ministry20200417110227/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"You & your colleagues are doing a great job: Tharoor to Harsh Vardhan Congress MP Shashi Tharoor on Friday appreciated Union Health Minister Harsh Vardhan for doing a ""great job"" in ""difficult circumstances"" amid COVID-19 outbreak. This comes after Tharoor questioned the Health Ministry as to why his constituency Thiruvananthapuram was listed as a hotspot in a tweet. Harsh Vardhan replied that there are 170 hotspot and 207 non-hotspot districts."
887,2020-04-17,"Scared of assaults, not infection: AIIMS doctors' body to Amit Shah",1,0,"AIIMS Resident Doctors Association (RDA) wrote to Home Minister Amit Shah appealing for the implementation of 'The Health Services Personnel and Clinical Establishments (Prohibition of Violence and Damage to Property) Bill.' Mentioning seven cases of assault on doctors, the letter stated, ""We...are not as scared of infections as we are of being assaulted...by the very community we treat.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587103808367_662.jpg,https://www.india.com/news/india/scared-of-attacks-not-infection-aiims-doctors-body-appeals-hm-shah-to-implement-health-services-bill-4002502/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Scared of assaults, not infection: AIIMS doctors' body to Amit Shah AIIMS Resident Doctors Association (RDA) wrote to Home Minister Amit Shah appealing for the implementation of 'The Health Services Personnel and Clinical Establishments (Prohibition of Violence and Damage to Property) Bill.' Mentioning seven cases of assault on doctors, the letter stated, ""We...are not as scared of infections as we are of being assaulted...by the very community we treat."""
888,2020-04-16,"Tamil Nadu reports 25 new COVID-19 cases, total rises to 1,267",1,0,"Tamil Nadu has reported 25 new coronavirus cases on Thursday, taking the total to 1,267, the state government said. It has confirmed 15 deaths while 180 people have recovered. The state has tested over 26,000 samples for coronavirus. Chennai, the worst-hit district in the state, reported three new cases of coronavirus on Thursday, taking the total to 217.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587052810085_233.jpg,https://twitter.com/ANI/status/1250810844213940225?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Tamil Nadu reports 25 new COVID-19 cases, total rises to 1,267 Tamil Nadu has reported 25 new coronavirus cases on Thursday, taking the total to 1,267, the state government said. It has confirmed 15 deaths while 180 people have recovered. The state has tested over 26,000 samples for coronavirus. Chennai, the worst-hit district in the state, reported three new cases of coronavirus on Thursday, taking the total to 217."
889,2020-04-16,"No new confirmed coronavirus case in Himachal on Thursday, total cases at 35",1,1,"A total of 178 people were tested for coronavirus in Himachal Pradesh today, out of which 168 tested negative, while results are awaited for the remaining 10. The total number of coronavirus cases in the state stands at 35 including 12 discharged patients. Eighteen of the cases are active, while one person in the state has died of coronavirus.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587059461196_767.jpg,https://twitter.com/ANI/status/1250822378470465543?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"No new confirmed coronavirus case in Himachal on Thursday, total cases at 35 A total of 178 people were tested for coronavirus in Himachal Pradesh today, out of which 168 tested negative, while results are awaited for the remaining 10. The total number of coronavirus cases in the state stands at 35 including 12 discharged patients. Eighteen of the cases are active, while one person in the state has died of coronavirus."
890,2020-04-16,Total number of coronavirus cases in Maharashtra crosses 3200; death roll at 194,1,0,"The total number of coronavirus cases in Maharashtra crossed 3200 after the state reported 286 cases on Thursday, the state health department said. As many as seven deaths were reported in Maharashtra today, taking the death toll in the state to 194. A total of 300 people have been discharged after full recovery.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587056953613_626.jpg,https://twitter.com/ANI/status/1250813036895469568?s=20&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Total number of coronavirus cases in Maharashtra crosses 3200; death roll at 194 The total number of coronavirus cases in Maharashtra crossed 3200 after the state reported 286 cases on Thursday, the state health department said. As many as seven deaths were reported in Maharashtra today, taking the death toll in the state to 194. A total of 300 people have been discharged after full recovery."
891,2020-04-16,"55 new coronavirus cases reported in Rajasthan, total rises to 1,131",1,0,"Rajasthan has reported 55 new cases of coronavirus on Thursday, bringing the total number of cases to 1,131, the state health department said. Bharatpur reported 23 new cases on Thursday. Meanwhile, Jaipur reported three new cases, taking the total number of cases there to 486. The state has received over 40,000 samples so far.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587057352287_511.jpg,https://twitter.com/ANI/status/1250820182500610050?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"55 new coronavirus cases reported in Rajasthan, total rises to 1,131 Rajasthan has reported 55 new cases of coronavirus on Thursday, bringing the total number of cases to 1,131, the state health department said. Bharatpur reported 23 new cases on Thursday. Meanwhile, Jaipur reported three new cases, taking the total number of cases there to 486. The state has received over 40,000 samples so far."
892,2020-04-16,"Shaheen Bagh becomes COVID-19 hotspot, containment zones in Delhi rise to 60",1,0,"Shaheen Bagh was on Thursday added to the list of Delhi's 'containment zones'. Street no 6, A block, Abul Fazal enclave and Street numbers 3-5, East Ram Nagar, Shahdara were also added to the list, taking the total number of containment zones in Delhi to 60. Sixty-two new cases and six deaths were reported in Delhi in last 24 hours.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587057514515_695.jpg,https://twitter.com/ANI/status/1250800666198581248?s=20&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Shaheen Bagh becomes COVID-19 hotspot, containment zones in Delhi rise to 60 Shaheen Bagh was on Thursday added to the list of Delhi's 'containment zones'. Street no 6, A block, Abul Fazal enclave and Street numbers 3-5, East Ram Nagar, Shahdara were also added to the list, taking the total number of containment zones in Delhi to 60. Sixty-two new cases and six deaths were reported in Delhi in last 24 hours."
893,2020-04-16,"Gujarat reports total 929 coronavirus cases, death toll at 36",1,0,"Gujarat has reported 58 new coronavirus cases, taking the total number of cases to 929, the state health department said on Thursday. The state has confirmed 36 deaths related to the virus so far while 73 have recovered. Ahmedabad has reported 53 new cases on Thursday, taking the total number of cases in the city to 545, the department added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587055953453_160.jpg,https://twitter.com/ANI/status/1250808846697869312?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Gujarat reports total 929 coronavirus cases, death toll at 36 Gujarat has reported 58 new coronavirus cases, taking the total number of cases to 929, the state health department said on Thursday. The state has confirmed 36 deaths related to the virus so far while 73 have recovered. Ahmedabad has reported 53 new cases on Thursday, taking the total number of cases in the city to 545, the department added."
894,2020-04-16,"62 new coronavirus cases reported in Delhi today, total cases rise to 1,640",1,0,"The total number of coronavirus cases in Delhi has risen to 1,640 after 62 new cases were reported on Thursday. Meanwhile, the death toll in the national capital stands at 38. Further, a total of 18,784 samples have been tested for coronavirus in Delhi, out of which 14,692 are negative and results of 2,251 samples are pending.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587059118981_536.jpg,https://twitter.com/CMODelhi/status/1250830372830470145?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"62 new coronavirus cases reported in Delhi today, total cases rise to 1,640 The total number of coronavirus cases in Delhi has risen to 1,640 after 62 new cases were reported on Thursday. Meanwhile, the death toll in the national capital stands at 38. Further, a total of 18,784 samples have been tested for coronavirus in Delhi, out of which 14,692 are negative and results of 2,251 samples are pending."
895,2020-04-16,"Because of few jokers, COVID-19 is spreading: Salman on those violating lockdown",1,0,"Salman Khan has condemned the attack on medical personnel and police officers amid coronavirus pandemic. ""Doctors...are trying to save...lives and you pelted stones on them!"" he stated. ""Those getting detected with coronavirus are running away from the hospital,"" he added. Further criticising those violating the lockdown, he added, ""Because of a few jokers, the virus is spreading."" ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587051742953_705.jpg,https://www.instagram.com/p/B_Arunbl6nW/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Because of few jokers, COVID-19 is spreading: Salman on those violating lockdown Salman Khan has condemned the attack on medical personnel and police officers amid coronavirus pandemic. ""Doctors...are trying to save...lives and you pelted stones on them!"" he stated. ""Those getting detected with coronavirus are running away from the hospital,"" he added. Further criticising those violating the lockdown, he added, ""Because of a few jokers, the virus is spreading."" "
896,2020-04-17,"Amid lockdown, WB govt allows sweet shops to open for 8 hours",1,0,"West Bengal Chief Minister Mamata Banerjee on Thursday allowed sweet shops to open for 8 hours in a day, from 8 am to 4 pm, amid the nationwide lockdown due to the coronavirus pandemic. Earlier, the state government had allowed sweet shops to operate for 4 hours from 12 pm to 4 pm every day. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/17_fri/img_1587093048994_590.jpg,https://www.financialexpress.com/india-news/amid-nationwide-lockdown-mamata-banerjee-allows-sweet-shops-to-open-for-8-hours/1930634/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Amid lockdown, WB govt allows sweet shops to open for 8 hours West Bengal Chief Minister Mamata Banerjee on Thursday allowed sweet shops to open for 8 hours in a day, from 8 am to 4 pm, amid the nationwide lockdown due to the coronavirus pandemic. Earlier, the state government had allowed sweet shops to operate for 4 hours from 12 pm to 4 pm every day. "
897,2020-04-16,Health officials to visit every house in Haryana to screen every resident: CM,1,1,"Haryana Chief Minister ML Khattar today announced that the health department teams in the state will visit every house and screen each person amid the coronavirus pandemic. He added that if symptoms of coronavirus are found, then their samples will be taken for testing. Haryana has reported 214 coronavirus cases so far.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/16_thu/img_1587056416076_742.jpg,https://twitter.com/cmohry/status/1250787273144057856?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Health officials to visit every house in Haryana to screen every resident: CM Haryana Chief Minister ML Khattar today announced that the health department teams in the state will visit every house and screen each person amid the coronavirus pandemic. He added that if symptoms of coronavirus are found, then their samples will be taken for testing. Haryana has reported 214 coronavirus cases so far."
